person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
43,male,High School,75372,RENT,2000,HOMEIMPROVEMENT,0.03,591,No,0
52,male,High School,74106,RENT,8525,PERSONAL,0.12,682,Yes,0
27,female,Bachelor,109367,RENT,10000,DEBTCONSOLIDATION,0.09,690,No,0
28,male,Associate,180823,MORTGAGE,10000,EDUCATION,0.06,694,No,0
23,female,Associate,59637,RENT,4000,VENTURE,0.07,539,No,0
24,male,Bachelor,27933,OWN,8855,DEBTCONSOLIDATION,0.32,488,Yes,0
30,female,Associate,75626,RENT,3000,HOMEIMPROVEMENT,0.04,671,No,0
33,male,High School,90785,MORTGAGE,6000,DEBTCONSOLIDATION,0.07,609,Yes,0
24,male,Associate,133078,MORTGAGE,14709,VENTURE,0.11,651,Yes,0
27,male,Bachelor,51487,RENT,1000,VENTURE,0.02,649,Yes,0
27,male,Bachelor,111835,RENT,13000,DEBTCONSOLIDATION,0.12,628,No,0
24,male,Associate,97385,MORTGAGE,4000,DEBTCONSOLIDATION,0.04,667,Yes,0
24,male,Bachelor,118802,MORTGAGE,25000,VENTURE,0.21,622,No,0
32,male,Bachelor,205076,MORTGAGE,10000,PERSONAL,0.05,696,Yes,0
27,female,Bachelor,133791,MORTGAGE,28000,PERSONAL,0.21,687,No,0
38,male,High School,85086,MORTGAGE,20842,DEBTCONSOLIDATION,0.24,595,Yes,0
33,male,Bachelor,59375,RENT,6116,MEDICAL,0.1,701,Yes,0
29,female,High School,118599,MORTGAGE,20000,VENTURE,0.17,597,Yes,0
30,female,Associate,81739,RENT,20000,HOMEIMPROVEMENT,0.24,587,Yes,0
24,male,High School,39534,OWN,3514,MEDICAL,0.09,626,Yes,0
24,male,Associate,90974,RENT,1990,VENTURE,0.02,593,Yes,0
26,male,Associate,58893,MORTGAGE,10000,PERSONAL,0.17,629,No,0
38,male,High School,53790,MORTGAGE,8000,MEDICAL,0.15,590,Yes,0
45,female,High School,84741,RENT,6000,VENTURE,0.07,673,Yes,0
48,male,Associate,145233,MORTGAGE,29700,MEDICAL,0.2,672,No,0
23,female,Master,67020,MORTGAGE,8000,EDUCATION,0.12,656,Yes,0
32,female,Master,31203,RENT,4990,VENTURE,0.16,704,Yes,0
26,male,Bachelor,43923,RENT,4800,VENTURE,0.11,676,Yes,0
31,female,Associate,135681,MORTGAGE,3171,EDUCATION,0.02,491,Yes,0
23,female,Bachelor,60857,MORTGAGE,2000,PERSONAL,0.03,676,Yes,0
25,male,High School,78838,MORTGAGE,12000,HOMEIMPROVEMENT,0.15,635,Yes,0
29,male,Master,73149,MORTGAGE,4185,DEBTCONSOLIDATION,0.06,565,No,0
26,male,High School,58485,RENT,8000,DEBTCONSOLIDATION,0.14,693,Yes,0
28,female,High School,58322,OWN,1500,VENTURE,0.03,617,No,0
25,male,High School,64279,RENT,2214,DEBTCONSOLIDATION,0.03,659,No,0
29,male,Doctorate,32422,OWN,4500,VENTURE,0.14,677,No,0
24,male,High School,65978,MORTGAGE,3000,DEBTCONSOLIDATION,0.05,638,Yes,0
23,male,High School,63157,MORTGAGE,7200,PERSONAL,0.11,498,Yes,0
25,male,High School,40510,RENT,7500,PERSONAL,0.19,504,Yes,0
22,male,High School,55562,RENT,5000,VENTURE,0.09,559,Yes,0
33,male,High School,61938,RENT,4790,PERSONAL,0.08,638,No,0
23,male,Master,127106,MORTGAGE,12000,VENTURE,0.09,591,Yes,0
23,male,Bachelor,42667,RENT,6500,MEDICAL,0.15,503,Yes,0
31,female,Associate,73892,RENT,8650,PERSONAL,0.12,695,No,0
43,female,Associate,118539,MORTGAGE,5000,MEDICAL,0.04,632,Yes,0
30,female,Master,117565,RENT,6922,DEBTCONSOLIDATION,0.06,575,Yes,0
26,male,Bachelor,69239,MORTGAGE,6000,VENTURE,0.09,624,No,0
25,female,Bachelor,72915,MORTGAGE,10000,DEBTCONSOLIDATION,0.14,586,Yes,0
23,male,Bachelor,32198,RENT,4000,MEDICAL,0.12,580,Yes,0
27,male,Bachelor,53709,MORTGAGE,8000,MEDICAL,0.15,704,No,0
31,male,High School,160005,MORTGAGE,7994,PERSONAL,0.05,667,Yes,0
31,male,Associate,140147,MORTGAGE,6682,EDUCATION,0.05,714,Yes,0
23,male,Bachelor,92226,RENT,7000,EDUCATION,0.08,672,No,0
26,female,Bachelor,104358,MORTGAGE,20000,PERSONAL,0.19,652,Yes,0
33,male,Associate,16684,RENT,1462,MEDICAL,0.09,675,No,0
24,female,High School,37012,RENT,6500,MEDICAL,0.18,616,Yes,0
23,male,Master,87589,MORTGAGE,10000,HOMEIMPROVEMENT,0.11,694,No,0
29,male,Bachelor,73232,MORTGAGE,2000,EDUCATION,0.03,641,Yes,0
33,female,Associate,75482,RENT,3000,HOMEIMPROVEMENT,0.04,653,No,0
24,female,High School,56072,RENT,2000,PERSONAL,0.04,593,Yes,0
24,female,Bachelor,66993,MORTGAGE,5500,VENTURE,0.08,675,No,0
28,female,Master,114721,MORTGAGE,7442,DEBTCONSOLIDATION,0.06,594,Yes,0
24,male,Bachelor,110226,MORTGAGE,10000,MEDICAL,0.09,668,No,0
27,male,Associate,76114,MORTGAGE,24000,EDUCATION,0.32,611,Yes,0
37,female,High School,102330,MORTGAGE,14000,PERSONAL,0.14,648,Yes,0
27,male,Bachelor,91082,RENT,15000,DEBTCONSOLIDATION,0.16,508,Yes,0
22,male,High School,85095,RENT,6400,VENTURE,0.08,650,No,0
29,female,Bachelor,66854,RENT,3000,VENTURE,0.04,693,No,0
30,female,Associate,66357,RENT,4873,EDUCATION,0.07,519,Yes,0
34,male,Bachelor,73220,MORTGAGE,10174,PERSONAL,0.14,597,Yes,0
27,male,Bachelor,109312,MORTGAGE,20000,HOMEIMPROVEMENT,0.18,578,Yes,0
22,female,High School,61323,MORTGAGE,10000,EDUCATION,0.16,649,No,0
24,male,High School,102754,RENT,7200,EDUCATION,0.07,619,No,0
27,male,Bachelor,39403,OWN,6505,VENTURE,0.17,687,No,0
36,female,High School,58501,RENT,2500,PERSONAL,0.04,597,No,0
44,male,High School,35697,RENT,6849,EDUCATION,0.19,655,No,0
22,female,Master,61973,MORTGAGE,22000,MEDICAL,0.35,696,Yes,0
26,female,Associate,132605,MORTGAGE,8000,VENTURE,0.06,629,Yes,0
30,male,Doctorate,94763,MORTGAGE,20000,EDUCATION,0.21,711,No,0
24,male,High School,99465,MORTGAGE,7197,EDUCATION,0.07,614,No,0
22,male,Bachelor,74194,RENT,7093,EDUCATION,0.1,553,No,0
27,female,Associate,145164,MORTGAGE,10000,DEBTCONSOLIDATION,0.07,695,Yes,0
26,female,High School,58707,MORTGAGE,14118,VENTURE,0.24,635,Yes,0
23,female,High School,59880,MORTGAGE,6000,PERSONAL,0.1,626,Yes,0
28,female,Bachelor,80448,RENT,5000,VENTURE,0.06,651,No,0
25,male,Bachelor,87815,MORTGAGE,11249,MEDICAL,0.13,531,Yes,0
26,male,High School,96932,RENT,20000,EDUCATION,0.21,503,Yes,0
36,male,Master,58763,RENT,6000,PERSONAL,0.1,611,Yes,0
23,female,Bachelor,192541,MORTGAGE,12000,PERSONAL,0.06,597,Yes,0
31,male,Associate,87197,RENT,7000,PERSONAL,0.08,621,Yes,0
22,male,Bachelor,121204,RENT,1200,MEDICAL,0.01,697,No,0
27,male,Associate,76489,MORTGAGE,3588,HOMEIMPROVEMENT,0.05,581,No,0
23,female,Associate,41770,MORTGAGE,3135,VENTURE,0.08,622,Yes,0
24,male,High School,65432,MORTGAGE,7060,MEDICAL,0.11,648,Yes,0
34,female,Associate,122301,MORTGAGE,12000,MEDICAL,0.1,658,No,0
31,female,Associate,72915,OWN,24250,VENTURE,0.33,648,Yes,0
30,male,Master,114864,RENT,6000,PERSONAL,0.05,605,Yes,0
26,female,Bachelor,31271,RENT,4000,PERSONAL,0.13,669,No,0
26,female,Doctorate,64279,MORTGAGE,6000,EDUCATION,0.09,680,Yes,0
22,female,Master,40382,RENT,5000,EDUCATION,0.12,545,Yes,0
33,male,Master,72421,MORTGAGE,3000,MEDICAL,0.04,653,Yes,0
29,female,High School,87516,MORTGAGE,24065,DEBTCONSOLIDATION,0.27,576,Yes,0
25,female,Bachelor,101737,MORTGAGE,10000,VENTURE,0.1,569,No,0
25,female,High School,51465,MORTGAGE,3500,PERSONAL,0.07,661,No,0
36,male,Associate,19832,RENT,2341,DEBTCONSOLIDATION,0.12,679,Yes,0
25,male,Associate,76527,RENT,12000,MEDICAL,0.16,583,Yes,0
24,female,Bachelor,24963,RENT,3500,MEDICAL,0.14,642,Yes,0
29,female,Bachelor,179877,MORTGAGE,24171,VENTURE,0.13,650,Yes,0
29,male,High School,89960,MORTGAGE,25000,VENTURE,0.28,549,Yes,0
34,male,Bachelor,130402,MORTGAGE,9939,DEBTCONSOLIDATION,0.08,700,Yes,0
30,female,Bachelor,133080,RENT,18000,DEBTCONSOLIDATION,0.14,671,No,0
37,female,Associate,48874,OWN,13959,HOMEIMPROVEMENT,0.29,698,No,0
24,female,High School,157008,OWN,23821,VENTURE,0.15,595,No,0
23,female,Master,145321,MORTGAGE,10000,EDUCATION,0.07,566,Yes,0
26,male,Associate,65433,RENT,6000,EDUCATION,0.09,679,Yes,0
31,female,Bachelor,82777,RENT,18000,MEDICAL,0.22,678,Yes,0
24,female,High School,58724,RENT,7200,PERSONAL,0.12,635,Yes,0
33,male,Master,175176,MORTGAGE,5656,EDUCATION,0.03,612,Yes,0
34,female,Associate,145131,MORTGAGE,16801,EDUCATION,0.12,628,Yes,0
27,male,Associate,46227,RENT,1704,DEBTCONSOLIDATION,0.04,615,Yes,0
30,male,Bachelor,133108,MORTGAGE,16000,EDUCATION,0.12,709,Yes,0
26,male,High School,54900,RENT,10400,VENTURE,0.19,546,No,0
23,female,Associate,40626,RENT,1823,EDUCATION,0.04,568,Yes,0
30,male,Bachelor,97947,MORTGAGE,20000,HOMEIMPROVEMENT,0.2,630,No,0
22,male,Bachelor,64241,RENT,10000,EDUCATION,0.16,658,Yes,0
22,male,Bachelor,65941,MORTGAGE,10000,PERSONAL,0.15,583,Yes,0
27,male,High School,164467,MORTGAGE,9925,VENTURE,0.06,625,No,0
23,male,Associate,82871,RENT,11264,PERSONAL,0.14,602,Yes,0
26,male,Bachelor,80262,MORTGAGE,2456,VENTURE,0.03,631,Yes,0
24,female,Master,60822,RENT,6000,PERSONAL,0.1,686,Yes,0
23,male,Master,58468,RENT,5000,DEBTCONSOLIDATION,0.09,521,No,0
37,male,High School,201427,RENT,21567,VENTURE,0.11,586,Yes,0
44,male,Associate,63591,RENT,5000,DEBTCONSOLIDATION,0.08,650,Yes,0
38,male,High School,121189,RENT,5000,EDUCATION,0.04,605,No,0
25,male,Bachelor,85044,RENT,8000,EDUCATION,0.09,643,Yes,0
24,female,High School,114879,MORTGAGE,35000,EDUCATION,0.3,650,Yes,0
27,male,Bachelor,94665,MORTGAGE,5122,HOMEIMPROVEMENT,0.05,699,Yes,0
34,male,Bachelor,118644,MORTGAGE,20000,VENTURE,0.17,664,No,0
34,female,Master,77990,MORTGAGE,7191,MEDICAL,0.09,688,Yes,0
34,male,Bachelor,60947,RENT,4000,DEBTCONSOLIDATION,0.07,689,No,0
24,female,Bachelor,109136,MORTGAGE,12000,EDUCATION,0.11,701,Yes,0
29,female,Associate,98084,RENT,12000,PERSONAL,0.12,628,No,0
26,male,Associate,39595,RENT,6520,EDUCATION,0.16,683,No,0
27,male,Master,87537,RENT,7000,EDUCATION,0.08,668,Yes,0
22,male,Associate,87171,MORTGAGE,13055,HOMEIMPROVEMENT,0.15,616,Yes,0
24,male,High School,159560,MORTGAGE,28000,EDUCATION,0.18,621,No,0
29,male,High School,49146,OWN,6400,VENTURE,0.13,547,Yes,0
38,female,Associate,121270,MORTGAGE,8000,EDUCATION,0.07,662,Yes,0
23,female,High School,301223,MORTGAGE,4958,DEBTCONSOLIDATION,0.02,584,Yes,0
33,male,High School,67128,RENT,3500,DEBTCONSOLIDATION,0.05,630,Yes,0
24,male,Master,38686,RENT,2174,PERSONAL,0.06,687,Yes,0
24,female,Bachelor,145059,MORTGAGE,10000,EDUCATION,0.07,660,No,0
24,female,Master,97300,MORTGAGE,5514,MEDICAL,0.06,667,Yes,0
25,female,High School,77643,MORTGAGE,8000,VENTURE,0.1,568,Yes,0
33,female,Bachelor,65328,MORTGAGE,26528,PERSONAL,0.41,586,Yes,0
27,female,Associate,61204,MORTGAGE,3000,PERSONAL,0.05,611,No,0
28,male,Master,51503,RENT,2292,VENTURE,0.04,639,Yes,0
24,female,High School,69417,MORTGAGE,12888,PERSONAL,0.19,598,Yes,0
22,female,High School,51374,RENT,5000,MEDICAL,0.1,572,Yes,0
27,female,High School,163083,MORTGAGE,10800,VENTURE,0.07,626,Yes,0
27,male,Bachelor,102887,RENT,6000,DEBTCONSOLIDATION,0.06,670,Yes,0
30,male,Associate,217081,MORTGAGE,15053,HOMEIMPROVEMENT,0.07,630,Yes,0
30,female,High School,81227,MORTGAGE,4000,VENTURE,0.05,673,No,0
28,male,Bachelor,45277,RENT,3000,MEDICAL,0.07,660,Yes,0
22,male,Bachelor,227251,MORTGAGE,2314,PERSONAL,0.01,594,No,0
27,male,Associate,47096,RENT,3160,DEBTCONSOLIDATION,0.07,654,Yes,0
26,male,Associate,181234,MORTGAGE,12033,DEBTCONSOLIDATION,0.07,638,No,0
22,female,Associate,32675,RENT,4640,PERSONAL,0.14,666,Yes,0
36,female,Bachelor,90820,MORTGAGE,10000,HOMEIMPROVEMENT,0.11,696,Yes,0
24,male,Master,145213,MORTGAGE,25000,EDUCATION,0.17,627,No,0
30,male,Bachelor,51859,RENT,5500,EDUCATION,0.11,495,Yes,0
34,male,Bachelor,95782,MORTGAGE,4800,HOMEIMPROVEMENT,0.05,641,Yes,0
41,male,High School,114907,MORTGAGE,21600,HOMEIMPROVEMENT,0.19,640,Yes,0
25,female,High School,146171,MORTGAGE,20277,HOMEIMPROVEMENT,0.14,617,Yes,0
33,male,Master,72770,RENT,10000,PERSONAL,0.14,734,No,0
27,female,Associate,46426,OWN,6500,MEDICAL,0.14,625,Yes,0
24,female,Bachelor,102917,MORTGAGE,10000,MEDICAL,0.1,647,Yes,0
22,male,High School,31546,RENT,6000,MEDICAL,0.19,533,Yes,0
31,female,Bachelor,114699,MORTGAGE,24000,EDUCATION,0.21,700,Yes,0
22,male,Bachelor,80480,RENT,2416,EDUCATION,0.03,653,Yes,0
23,male,Associate,120988,MORTGAGE,10000,VENTURE,0.08,586,Yes,0
26,female,Associate,127001,MORTGAGE,10000,EDUCATION,0.08,648,No,0
29,male,Bachelor,51550,RENT,3000,MEDICAL,0.06,709,Yes,0
29,male,Bachelor,144804,MORTGAGE,5000,DEBTCONSOLIDATION,0.03,638,Yes,0
30,female,Associate,69057,RENT,4000,HOMEIMPROVEMENT,0.06,653,Yes,0
27,male,Associate,84978,RENT,15000,PERSONAL,0.18,644,Yes,0
35,male,Master,49194,RENT,8000,DEBTCONSOLIDATION,0.16,665,No,0
26,male,Master,133019,MORTGAGE,18000,MEDICAL,0.14,568,Yes,0
25,male,Associate,64564,MORTGAGE,4481,VENTURE,0.07,631,Yes,0
22,female,Bachelor,96688,MORTGAGE,5000,MEDICAL,0.05,672,Yes,0
26,male,Associate,40581,RENT,4000,DEBTCONSOLIDATION,0.1,652,No,0
32,male,Bachelor,53197,RENT,10000,PERSONAL,0.19,684,Yes,0
22,male,Bachelor,25208,RENT,2500,EDUCATION,0.1,690,No,0
25,male,High School,103307,MORTGAGE,10095,VENTURE,0.1,620,No,0
30,female,Master,60949,MORTGAGE,1874,VENTURE,0.03,649,No,0
36,male,High School,48757,RENT,11337,PERSONAL,0.23,641,Yes,0
22,male,High School,226405,MORTGAGE,2087,VENTURE,0.01,672,Yes,0
33,female,High School,48755,MORTGAGE,16600,MEDICAL,0.34,652,Yes,0
28,male,Bachelor,69363,MORTGAGE,12988,PERSONAL,0.19,693,Yes,0
23,female,High School,24016,OWN,2877,PERSONAL,0.12,671,No,0
29,female,Bachelor,169349,MORTGAGE,8371,VENTURE,0.05,648,Yes,0
24,male,Bachelor,87467,RENT,12000,MEDICAL,0.14,678,Yes,0
43,male,Doctorate,34608,OWN,7500,EDUCATION,0.22,673,Yes,0
26,female,Associate,91147,RENT,10543,EDUCATION,0.12,593,Yes,0
25,male,Master,67139,RENT,9000,VENTURE,0.13,650,Yes,0
24,female,High School,107837,MORTGAGE,15000,HOMEIMPROVEMENT,0.14,639,No,0
26,male,High School,82436,RENT,10000,EDUCATION,0.12,619,Yes,0
23,male,Associate,137340,MORTGAGE,8000,EDUCATION,0.06,604,Yes,0
29,female,High School,111348,RENT,25000,VENTURE,0.22,580,Yes,0
23,female,Bachelor,65739,MORTGAGE,3000,DEBTCONSOLIDATION,0.05,569,Yes,0
28,female,Associate,15500,RENT,1667,VENTURE,0.11,684,No,0
33,female,Associate,36826,RENT,1216,EDUCATION,0.03,595,Yes,0
23,male,Bachelor,51847,RENT,6500,EDUCATION,0.13,720,Yes,0
29,male,Associate,52756,RENT,4646,PERSONAL,0.09,570,Yes,0
33,female,High School,103103,MORTGAGE,14000,PERSONAL,0.14,540,Yes,0
21,female,Associate,61252,RENT,7000,VENTURE,0.11,571,Yes,0
24,female,Associate,127063,MORTGAGE,12000,VENTURE,0.09,582,Yes,0
34,male,Master,58561,MORTGAGE,5000,DEBTCONSOLIDATION,0.09,607,No,0
28,female,Master,88324,MORTGAGE,15000,HOMEIMPROVEMENT,0.17,585,No,0
24,female,Master,39662,RENT,4786,VENTURE,0.12,700,No,0
27,female,High School,133021,MORTGAGE,16000,HOMEIMPROVEMENT,0.12,584,Yes,0
34,male,Associate,87312,MORTGAGE,10758,EDUCATION,0.12,548,Yes,0
24,male,High School,28759,RENT,1559,MEDICAL,0.05,589,Yes,0
25,female,High School,35631,RENT,1552,PERSONAL,0.04,532,No,0
29,female,Bachelor,66830,MORTGAGE,5000,VENTURE,0.07,668,Yes,0
26,female,Associate,66771,MORTGAGE,15000,MEDICAL,0.22,587,No,0
23,female,Associate,91217,MORTGAGE,16084,VENTURE,0.18,670,No,0
25,male,Bachelor,61109,RENT,8000,EDUCATION,0.13,641,Yes,0
32,female,Associate,86024,MORTGAGE,14000,MEDICAL,0.16,653,No,0
24,female,Associate,48848,RENT,3000,PERSONAL,0.06,620,Yes,0
33,male,Doctorate,28271,OWN,6822,EDUCATION,0.24,635,No,0
24,female,Bachelor,57624,OWN,4000,PERSONAL,0.07,668,Yes,0
24,male,Master,156826,OWN,23638,VENTURE,0.15,643,Yes,0
26,male,Associate,97163,RENT,20000,EDUCATION,0.21,643,No,0
32,male,Master,114953,MORTGAGE,7481,VENTURE,0.07,681,Yes,0
27,male,Associate,129412,MORTGAGE,24717,PERSONAL,0.19,710,Yes,0
24,female,High School,84927,RENT,6000,EDUCATION,0.07,654,Yes,0
23,male,High School,84858,RENT,12000,EDUCATION,0.14,616,Yes,0
25,female,Master,91306,MORTGAGE,5000,VENTURE,0.05,665,Yes,0
28,male,Bachelor,79099,MORTGAGE,6241,PERSONAL,0.08,708,No,0
27,male,Master,121155,MORTGAGE,13000,PERSONAL,0.11,659,Yes,0
25,male,High School,96914,MORTGAGE,2670,HOMEIMPROVEMENT,0.03,600,Yes,0
26,female,High School,57337,RENT,12774,EDUCATION,0.22,658,Yes,0
23,female,Associate,67305,RENT,5000,EDUCATION,0.07,612,Yes,0
32,male,Associate,62129,RENT,15000,DEBTCONSOLIDATION,0.24,664,No,0
30,female,Associate,75319,MORTGAGE,15000,EDUCATION,0.2,585,No,0
32,male,Bachelor,39393,MORTGAGE,1200,EDUCATION,0.03,706,No,0
31,male,Associate,97305,RENT,6419,MEDICAL,0.07,609,No,0
22,female,Associate,73054,MORTGAGE,5000,DEBTCONSOLIDATION,0.07,613,Yes,0
23,male,High School,69390,MORTGAGE,12000,EDUCATION,0.17,618,Yes,0
35,male,Associate,58449,RENT,3000,EDUCATION,0.05,653,Yes,0
24,female,Master,64478,RENT,3000,MEDICAL,0.05,639,Yes,0
23,female,Master,73162,RENT,3000,DEBTCONSOLIDATION,0.04,659,Yes,0
24,male,High School,85401,OTHER,9000,PERSONAL,0.11,622,No,0
28,male,High School,78802,RENT,6000,MEDICAL,0.08,646,No,0
28,female,Bachelor,173558,MORTGAGE,5443,DEBTCONSOLIDATION,0.03,654,No,0
29,male,Master,110352,MORTGAGE,2013,DEBTCONSOLIDATION,0.02,652,Yes,0
25,female,Bachelor,67333,MORTGAGE,15000,MEDICAL,0.22,702,No,0
25,female,Associate,37020,OWN,5000,PERSONAL,0.14,605,Yes,0
29,female,Bachelor,140149,RENT,7014,DEBTCONSOLIDATION,0.05,657,Yes,0
23,female,Associate,46048,RENT,3200,EDUCATION,0.07,656,Yes,0
24,female,Master,132998,MORTGAGE,20000,EDUCATION,0.15,621,Yes,0
29,female,Bachelor,117261,MORTGAGE,12000,VENTURE,0.1,659,No,0
24,female,Bachelor,45482,RENT,7200,PERSONAL,0.16,644,Yes,0
27,male,Associate,45310,RENT,7872,EDUCATION,0.17,624,No,0
23,female,Associate,37448,RENT,4200,MEDICAL,0.11,674,Yes,0
30,female,Bachelor,100638,MORTGAGE,5851,VENTURE,0.06,690,Yes,0
29,female,Master,121176,MORTGAGE,10000,VENTURE,0.08,649,No,0
24,male,High School,146004,MORTGAGE,20000,VENTURE,0.14,566,Yes,0
24,female,High School,41855,RENT,6000,DEBTCONSOLIDATION,0.14,650,No,0
25,male,Master,37086,RENT,4000,EDUCATION,0.11,675,Yes,0
29,female,Bachelor,79130,RENT,3000,HOMEIMPROVEMENT,0.04,689,No,0
24,male,Bachelor,104172,MORTGAGE,25000,HOMEIMPROVEMENT,0.24,610,No,0
28,male,Bachelor,58599,RENT,1924,DEBTCONSOLIDATION,0.03,716,No,0
23,female,Bachelor,94527,RENT,9600,PERSONAL,0.1,637,Yes,0
43,male,Bachelor,366106,MORTGAGE,20000,VENTURE,0.05,630,No,0
25,female,Associate,181311,MORTGAGE,20000,DEBTCONSOLIDATION,0.11,584,No,0
23,male,High School,58845,RENT,4800,DEBTCONSOLIDATION,0.08,648,Yes,0
32,female,Associate,156824,MORTGAGE,16088,MEDICAL,0.1,593,Yes,0
36,male,High School,90049,MORTGAGE,7186,MEDICAL,0.08,621,Yes,0
39,female,Bachelor,111164,MORTGAGE,3533,DEBTCONSOLIDATION,0.03,684,No,0
29,male,Associate,192852,MORTGAGE,35000,VENTURE,0.18,647,Yes,0
24,female,Associate,135798,MORTGAGE,3635,EDUCATION,0.03,652,Yes,0
22,male,High School,79306,RENT,16000,PERSONAL,0.2,641,Yes,0
23,male,Bachelor,73060,MORTGAGE,18171,EDUCATION,0.25,673,Yes,0
22,male,High School,77859,RENT,7000,EDUCATION,0.09,646,Yes,0
28,male,Associate,32547,RENT,4565,EDUCATION,0.14,649,Yes,0
33,female,Bachelor,53964,RENT,5000,DEBTCONSOLIDATION,0.09,625,No,0
28,female,Associate,51536,RENT,5000,MEDICAL,0.1,536,Yes,0
23,male,Associate,37026,RENT,6211,EDUCATION,0.17,689,Yes,0
29,female,Master,35526,RENT,4000,DEBTCONSOLIDATION,0.11,701,Yes,0
25,female,Associate,70909,MORTGAGE,3000,EDUCATION,0.04,622,Yes,0
24,male,Associate,104433,RENT,12200,EDUCATION,0.12,589,Yes,0
37,female,Doctorate,79106,RENT,8700,MEDICAL,0.11,706,No,0
39,female,High School,73514,MORTGAGE,5000,EDUCATION,0.07,663,Yes,0
29,female,Associate,63634,RENT,8000,DEBTCONSOLIDATION,0.13,565,Yes,0
22,female,High School,72826,RENT,12000,PERSONAL,0.16,624,Yes,0
31,female,Associate,577145,MORTGAGE,7878,DEBTCONSOLIDATION,0.01,707,Yes,0
24,male,Master,54761,RENT,10000,EDUCATION,0.18,585,No,0
34,male,Bachelor,120574,MORTGAGE,6000,PERSONAL,0.05,675,Yes,0
22,male,Master,51718,RENT,3600,PERSONAL,0.07,675,Yes,0
25,female,Master,75566,MORTGAGE,9501,EDUCATION,0.13,699,No,0
22,male,Bachelor,63497,RENT,9019,VENTURE,0.14,653,Yes,0
22,female,High School,29723,OWN,7000,MEDICAL,0.24,655,Yes,0
42,male,Associate,44451,RENT,5000,VENTURE,0.11,648,No,0
32,male,Bachelor,48952,RENT,2800,DEBTCONSOLIDATION,0.06,567,Yes,0
24,male,Master,55552,MORTGAGE,6000,VENTURE,0.11,558,Yes,0
25,male,Bachelor,85140,MORTGAGE,4800,MEDICAL,0.06,639,No,0
31,female,Associate,73037,RENT,8000,PERSONAL,0.11,622,Yes,0
26,male,High School,50325,RENT,3000,DEBTCONSOLIDATION,0.06,663,Yes,0
25,female,Master,55588,MORTGAGE,7000,EDUCATION,0.13,651,Yes,0
24,female,Bachelor,77783,MORTGAGE,15000,HOMEIMPROVEMENT,0.19,617,Yes,0
32,male,Associate,109374,MORTGAGE,5000,HOMEIMPROVEMENT,0.05,680,Yes,0
31,male,High School,29695,RENT,5000,EDUCATION,0.17,623,No,0
33,female,High School,31867,MORTGAGE,2000,HOMEIMPROVEMENT,0.06,580,No,0
24,female,Associate,120903,MORTGAGE,14000,MEDICAL,0.12,641,Yes,0
24,male,Associate,25031,RENT,4000,VENTURE,0.16,638,Yes,0
23,male,Master,58363,RENT,6000,PERSONAL,0.1,597,Yes,0
34,male,Associate,45517,RENT,11000,VENTURE,0.24,571,No,0
25,female,Associate,58556,MORTGAGE,14072,VENTURE,0.24,573,Yes,0
24,female,High School,42939,RENT,3000,VENTURE,0.07,618,Yes,0
24,female,High School,73195,MORTGAGE,3200,MEDICAL,0.04,584,No,0
23,male,Master,42822,RENT,2000,MEDICAL,0.05,614,Yes,0
30,female,Associate,181175,MORTGAGE,12000,DEBTCONSOLIDATION,0.07,681,Yes,0
27,female,Bachelor,54246,RENT,3398,EDUCATION,0.06,655,Yes,0
29,female,Bachelor,74870,MORTGAGE,9000,EDUCATION,0.12,569,Yes,0
27,male,Bachelor,79021,MORTGAGE,5000,PERSONAL,0.06,532,Yes,0
30,male,High School,35595,MORTGAGE,2000,EDUCATION,0.06,551,No,0
22,male,High School,58231,RENT,6000,EDUCATION,0.1,618,No,0
23,female,Associate,102950,MORTGAGE,10000,DEBTCONSOLIDATION,0.1,647,Yes,0
35,male,Bachelor,26839,RENT,2500,VENTURE,0.09,653,No,0
25,female,Bachelor,56406,RENT,2000,MEDICAL,0.04,670,Yes,0
25,male,Associate,50192,RENT,10421,PERSONAL,0.21,581,Yes,0
27,male,Master,28666,RENT,2435,EDUCATION,0.08,581,Yes,0
37,female,High School,73053,MORTGAGE,12000,DEBTCONSOLIDATION,0.16,667,No,0
25,female,Master,164197,MORTGAGE,8000,EDUCATION,0.05,584,Yes,0
30,male,High School,53659,RENT,9147,MEDICAL,0.17,639,Yes,0
29,female,High School,86331,RENT,9600,EDUCATION,0.11,508,Yes,0
24,female,Bachelor,54859,RENT,6000,MEDICAL,0.11,565,Yes,0
27,female,High School,135636,MORTGAGE,3000,DEBTCONSOLIDATION,0.02,540,Yes,0
31,male,Bachelor,446449,MORTGAGE,6180,HOMEIMPROVEMENT,0.01,714,No,0
23,female,High School,73207,MORTGAGE,8000,DEBTCONSOLIDATION,0.11,500,Yes,0
24,male,Bachelor,78715,RENT,3556,EDUCATION,0.05,625,No,0
26,male,Associate,50101,RENT,3000,DEBTCONSOLIDATION,0.06,637,No,0
28,male,Master,163419,RENT,25000,PERSONAL,0.15,716,No,0
23,male,Associate,65927,MORTGAGE,2789,EDUCATION,0.04,650,Yes,0
33,female,Associate,73287,MORTGAGE,17000,PERSONAL,0.23,607,Yes,0
26,female,Bachelor,85048,RENT,5600,MEDICAL,0.07,625,Yes,0
